Order Date,Region,Category,Sub-Category,Sales,Quantity,Profit,Customer Name,Order ID,Product ID,Discount,Place,Shipping Cost,Delivery Status
2024-02-12,South,Technology,Copiers,479.85,7.0,55.08,Noah Adams,7f1c2961,e54a2b53-e,0.3,Port Samantha,19.03,In Transit
2023-05-04,East,Furniture,Bookcases,635.14,6.0,68.55,Stephanie Nelson,21bebbbf,d737d13c-9,0.0,Toddfurt,9.15,Delivered
2024-02-22,East,Office Supplies,Art,733.47,2.0,-0.99,Ashley Jones,fba4ae3a,c1c38742-2,0.3,South Brookeborough,34.48,Delivered
2025-01-12,West,Technology,Accessories,10.61,,3.03,Kevin Munoz,1645a31c,2e3a9d66-3,0.0,West Ericaview,26.32,Delivered
2024-09-25,Central,Office Supplies,Paper,412.38,2.0,-24.25,Michael Hanna,76d7121d,21a5adf0-8,0.2,East Toddchester,11.42,In Transit
2024-09-14,East,Technology,Machines,686.52,5.0,,Victoria Fleming,ce26ecb5,1fb8c61e-3,0.3,Lake Jessica,27.45,Delivered
2022-07-27,South,Furniture,Chairs,780.38,7.0,84.71,Andrew Lee,92f773b6,e378dcf1-8,0.2,Delgadoview,43.86,Delivered
2022-10-05,South,Furniture,Chairs,963.29,9.0,135.87,Joseph Blackburn,71b8bfcc,ef45c08d-1,0.3,East Brianna,15.26,In Transit
2025-01-21,South,Furniture,Bookcases,146.14,8.0,25.32,Marco Morales,79fee6df,e2fca5a4-1,0.2,East Francistown,20.2,Delivered
2024-08-12,South,Office Supplies,Binders,,10.0,46.46,Ronald Steele,db8c41f3,ea75b5b9-5,0.1,East Christopher,19.87,Delivered
2023-07-30,South,Technology,Machines,860.98,10.0,39.93,Austin Moore,999d9ca4,3a1910bc-9,0.1,East Tina,28.86,In Transit
2023-10-13,West,Office Supplies,Binders,57.29,2.0,2.27,Joshua Edwards,481bc2e0,93a26354-9,0.0,Michaelland,31.7,Delivered
2024-07-10,Central,Technology,Accessories,821.11,5.0,-113.53,Janet Whitehead,d7177542,d9f05e60-0,0.1,Port Michaelville,19.6,Delivered
2024-01-16,West,Office Supplies,Binders,148.11,3.0,-29.45,Casey Carey,f1147e57,5b31ea10-1,0.1,New Kimberlyview,31.1,In Transit
2023-12-16,West,Furniture,Furnishings,142.23,9.0,-11.9,Brenda Fitzpatrick,e2389fd9,6af7feb9-9,0.0,North Marioshire,7.06,Delivered
2025-04-18,West,Furniture,Furnishings,310.13,3.0,,Sean Ward,32cc66c8,e47b7446-6,,West Amandaberg,5.04,Returned
2024-02-14,East,Office Supplies,Labels,469.84,8.0,57.04,Sara Cox,d0ce6498,b3426399-4,0.0,New Madisonton,27.59,Delivered
2024-08-17,Central,Office Supplies,Binders,916.03,7.0,-18.63,Eric Byrd,fa57934a,a38051de-9,0.2,New Roy,46.15,In Transit
2023-01-03,West,Office Supplies,Art,636.03,9.0,167.47,Wanda Wiggins,6a05789d,65c272db-6,0.2,Youngside,13.64,In Transit
2025-04-21,South,Furniture,Tables,207.93,6.0,48.74,Laurie Davenport,3fc352c0,664bbc59-9,0.0,Smithmouth,42.78,Delivered
2025-01-02,West,Office Supplies,Binders,867.79,5.0,23.67,Michael Smith,066c3a3d,62329e97-1,0.0,Adamside,29.58,Returned
2023-09-28,East,Technology,Accessories,233.25,8.0,-42.6,Wesley Lee,9d9e2e9c,7601f2d0-3,0.0,Port Christineberg,14.37,Delivered
2023-05-23,West,Technology,Machines,244.28,1.0,26.04,Tiffany Farrell,23cdcbc9,9522972a-0,0.1,Danielleland,42.91,Delivered
2023-04-29,Central,Furniture,Tables,158.02,3.0,-27.52,Christopher Cortez,df35d8b8,270e2c75-9,0.2,Monroeview,36.15,In Transit
2024-05-09,Central,Furniture,Furnishings,462.95,9.0,,Austin Roberts,fc6b519e,a0c2eb02-3,0.0,Williamschester,17.58,Delivered
2022-11-24,Central,Furniture,Bookcases,63.27,4.0,1.22,Meredith Lester,33361903,23bbebdd-0,0.2,Guzmanbury,17.42,Delivered
2022-10-20,Central,Furniture,Furnishings,77.65,7.0,18.44,Jeremy Guzman,fd6a36fe,f6526c5f-7,0.3,Lake Samanthamouth,5.56,In Transit
2023-10-10,Central,Technology,Phones,284.06,9.0,33.06,Rita Hicks,a34d6f36,0c44a5be-9,0.0,Adamfort,11.88,In Transit
2023-03-12,East,Office Supplies,Binders,151.7,6.0,-0.74,Michelle Bradley,86f1d048,a0d02981-6,0.0,Patriciaport,46.18,Delivered
2023-05-18,East,Technology,Phones,624.34,9.0,77.06,Michael White,9147cb27,39dbf5ab-2,0.0,Anneview,28.95,Delivered
2023-09-27,West,Furniture,Bookcases,523.93,8.0,138.23,Joseph Benjamin,5e7259cc,e64c65c3-6,0.1,Ebonymouth,11.19,Delivered
2024-07-27,Central,Furniture,Tables,,1.0,22.46,Justin Burns,4f2bc965,c233371e-a,0.2,Myersfurt,42.24,
2025-05-09,Central,Technology,Machines,311.91,4.0,-46.1,Jacob Fields,5d278676,dac7f19f-5,0.2,East Kathy,31.41,Delivered
2023-04-17,West,Technology,Phones,520.27,2.0,150.95,Veronica Cruz,a90126ae,6b091ba7-9,0.0,West Brittney,31.06,Delivered
2024-06-09,East,Office Supplies,Binders,109.52,1.0,14.78,John Williams,2cb032e6,16e13000-0,0.0,West Lisamouth,6.59,Delivered
2023-08-18,East,Technology,Machines,104.23,7.0,11.16,Gabriella Allen,bc0d63e9,4eb7a5df-2,0.0,West Carolburgh,40.61,Delivered
2025-04-29,West,Technology,Copiers,348.07,7.0,79.97,Mrs. Holly Hayes DVM,f2d4bd7c,fbbe27d6-d,,West Richard,47.94,Delivered
2023-01-10,East,Furniture,Chairs,253.7,10.0,70.96,Sue Murray,56903cf2,1c7b4d03-6,0.3,Mccoyfort,43.02,Delivered
2025-05-30,West,Technology,Phones,99.29,7.0,-4.79,Andrew Miller,82951694,d265371c-9,0.0,Crystalview,14.09,Cancelled
2024-02-15,East,Office Supplies,Art,533.89,5.0,24.66,Alicia Brewer,557b8221,0dab3cc0-1,0.2,North John,34.81,Delivered
2025-03-06,South,Office Supplies,Binders,569.81,2.0,-40.05,Mary Hamilton,b33de3bc,f77b43ad-6,0.2,East Vernonchester,29.76,Returned
2024-06-16,West,Furniture,Furnishings,490.63,4.0,-95.46,Emily Farley,77757f50,8d9ac24c-9,0.0,Lake Douglas,43.19,Delivered
2024-10-22,South,Furniture,Chairs,312.33,1.0,-48.43,Stephen Keller,c8be3020,3b5eb2be-8,,Susanberg,32.99,Delivered
2023-08-09,South,Furniture,Bookcases,111.31,10.0,-11.56,Steven Fry,aa54ec58,d40c19ae-a,0.2,West Debra,23.3,In Transit
2023-09-16,West,Office Supplies,Art,569.53,9.0,-9.22,Thomas Williams,1bd63b7f,113d0ca1-1,0.2,Jeffreyfort,5.77,Delivered
2023-06-26,South,Technology,Phones,661.86,8.0,195.08,Kayla Raymond,a03e3e40,aa8738a1-0,0.0,Vargasmouth,49.74,Cancelled
2023-12-23,Central,Office Supplies,Art,178.35,,5.2,Natasha Neal,5c133856,a4284275-9,0.0,North Teresachester,13.88,Cancelled
2024-04-13,West,Furniture,Furnishings,178.24,2.0,40.19,Dr. Frances Serrano,052ee90f,73c0d037-7,0.3,Matthewport,44.03,Delivered
2024-12-21,East,Furniture,Bookcases,,10.0,5.94,John Kelley,267f7d35,99674a4e-8,0.0,Leborough,28.07,Returned
2025-07-02,West,Office Supplies,Art,901.38,6.0,160.07,Julie Aguilar,ce7bbe25,3ce8535a-e,0.2,North Antonioborough,33.48,Delivered
2023-03-09,Central,Technology,Copiers,919.43,2.0,274.44,Rick Eaton,098b4807,a3614ecb-6,0.0,West Steven,19.28,Returned
2023-05-20,Central,Furniture,Bookcases,317.95,6.0,75.96,Adam Todd,7c3e2806,e9ed7890-9,0.2,Sydneyfurt,20.31,Delivered
2023-02-22,East,Furniture,Chairs,344.84,3.0,17.82,Samantha Davis,396e1f8d,18191b34-7,0.1,Lake Michaelbury,12.07,Delivered
2024-03-06,East,Furniture,Tables,202.88,5.0,,Tanner Stevens,3a87ef47,8aa5399a-8,0.0,East Maryland,41.44,In Transit
2024-04-15,Central,Furniture,Chairs,904.83,6.0,242.58,Sheena Hughes,07a3f870,ac4c0f41-7,0.3,East Williamborough,23.98,Delivered
2024-09-09,South,Furniture,Bookcases,382.74,9.0,50.49,Kyle Duran,31aa0904,ee4b4260-d,0.2,North Breanna,45.38,Delivered
2024-07-28,Central,Furniture,Bookcases,573.34,1.0,170.38,Victoria Rice,606d78cc,abe000cd-8,0.1,West Tonyaville,16.01,Delivered
2025-03-01,West,Furniture,Tables,,6.0,-12.85,Michael Acevedo,b7ba1438,89a83d53-c,0.3,Christinemouth,26.54,Delivered
2022-10-22,Central,Technology,Phones,303.43,8.0,24.48,Dr. Rachel Padilla,6d139aa3,cdbe0116-a,0.2,South Karen,20.5,Delivered
2023-01-07,Central,Office Supplies,Art,457.0,2.0,51.96,Cindy Newton,4ba0f4bd,33aa3d72-9,0.0,Port Edward,45.36,In Transit
2023-02-14,West,Technology,Accessories,535.72,2.0,13.71,Katie Meyers,5fe94156,b5edbbfd-b,0.0,North Billyshire,34.31,Delivered
2023-12-25,East,Technology,Phones,555.41,8.0,-6.02,Julie Lutz,2f83c9a9,d7a675cb-b,0.0,North Dawnborough,18.73,Returned
2023-04-12,Central,Office Supplies,Paper,,6.0,-117.55,Bradley Bruce,573bbcdb,d5c32ce1-4,0.1,North Ericside,46.62,In Transit
2023-05-05,West,Furniture,Tables,996.61,5.0,66.15,Michelle Williams,aab82cd7,6e55b4a7-6,0.1,Port Adrianburgh,48.55,Delivered
2023-01-01,Central,Office Supplies,Paper,35.83,9.0,0.85,Holly Elliott,af7c7464,65a10e3b-d,0.0,South Johnnychester,25.58,Delivered
2023-08-05,Central,Technology,Phones,202.92,7.0,33.52,Zachary Williamson,a5209862,defb1a43-4,0.3,Julieville,5.47,Delivered
2023-04-18,East,Furniture,Tables,319.87,6.0,64.28,James Duncan,4b2c9bef,231a691b-6,0.1,Castroburgh,41.12,Cancelled
2024-02-18,Central,Office Supplies,Art,798.75,5.0,23.75,Corey Duran,f3f3f91d,37b60038-9,0.0,West Ryanland,9.04,In Transit
2022-09-24,South,Technology,Accessories,93.94,1.0,-17.62,Belinda Hughes,982bad78,3d60cfe0-f,0.0,Riggschester,47.64,Delivered
2023-01-10,Central,Technology,Copiers,827.73,4.0,-108.29,Amy Wood,4eb41fb0,81b68d6f-d,0.2,Brendaborough,17.23,In Transit
2025-04-27,West,Office Supplies,Binders,668.54,5.0,83.76,Sandy Parsons,00aaf731,683ec17a-5,0.0,Mariamouth,34.83,Cancelled
2024-07-27,South,Furniture,Chairs,,7.0,-88.86,Elizabeth Thompson,d38d87dc,e282fc84-6,0.0,North Michael,32.25,Returned
2024-01-12,Central,Technology,Copiers,435.92,8.0,13.51,Amy Maxwell,dba496c1,de28a478-8,0.2,Joshuamouth,26.11,Cancelled
2025-03-29,West,Technology,Phones,276.98,6.0,6.58,James Smith,2c4a00ab,5c457e6e-0,0.2,Greenshire,25.68,In Transit
2023-11-08,East,Office Supplies,Binders,397.18,1.0,-22.05,Christopher Tucker,3cf1f4a8,293e2cfe-e,0.0,East Miaville,24.54,In Transit
2025-06-16,West,Technology,Machines,636.86,10.0,12.85,James Garner,a00a9d65,a8a972d7-d,0.0,Timothybury,33.72,Returned
2024-02-03,West,Furniture,Bookcases,920.18,4.0,-125.83,Matthew Shaw,0c32bee8,7d53432a-1,0.0,Wolfburgh,49.26,Delivered
2023-06-23,Central,Office Supplies,Paper,200.69,2.0,43.04,Nicholas Simmons,cb67c8cd,ea27d6ca-d,0.2,East Edwinport,47.33,Cancelled
2024-01-14,West,Office Supplies,Paper,246.63,1.0,-15.05,Alyssa Rice,fc768e8b,d8f0948d-6,0.2,Sandersside,12.93,In Transit
2024-07-24,West,Furniture,Bookcases,307.87,1.0,1.45,Sheena Mata,13b587a9,b0046713-2,0.0,Phillipstown,12.17,Delivered
2022-09-10,Central,Office Supplies,Labels,864.38,7.0,-21.25,Jose Gonzalez,a4a98a9a,dd0fe973-2,0.0,Atkinsland,31.67,In Transit
2025-05-25,East,Technology,Accessories,,7.0,110.52,Victoria Dickson,d2133a08,68545842-b,0.1,Lake Cynthiafurt,49.32,Delivered
2024-09-16,Central,Furniture,Furnishings,28.11,1.0,-3.2,Taylor Johnson,356c60dc,673e584f-f,0.0,Gregorymouth,47.93,In Transit
2022-08-25,South,Furniture,Furnishings,105.46,4.0,-7.43,Scott Gomez,80a3deb3,82bf52b7-8,,Bryantmouth,21.67,Delivered
2023-06-18,South,Office Supplies,Paper,574.16,4.0,-72.03,Joseph Frazier,1864d6f6,52f9350d-7,0.0,Elliottberg,39.42,Cancelled
2023-08-09,West,Technology,Copiers,274.82,,21.99,Melanie Rangel,2ac0d77e,b062232a-b,0.2,Lake Karen,45.34,Delivered
2024-02-20,West,Technology,Phones,636.37,3.0,26.92,John Gomez,0ecaadc4,a8593505-f,0.1,Bennettstad,13.52,In Transit
2025-04-16,East,Furniture,Chairs,343.38,6.0,30.18,James Patel,3ae02b22,8e5a42ad-6,0.2,Port Heatherview,23.9,In Transit
2023-05-07,South,Office Supplies,Art,,,47.19,Drew White,4da34b5f,26f84fb2-9,0.1,Curryberg,15.41,Delivered
2023-09-11,East,Technology,Machines,471.36,3.0,16.35,Anthony Rodgers,6018ed65,19a92612-6,0.0,Port Susan,16.51,In Transit
2024-04-04,East,Office Supplies,Paper,684.09,8.0,95.04,Stacy Parks,715a649e,db43fadd-c,0.0,Port Brianfort,7.27,Delivered
2025-03-28,Central,Furniture,Tables,532.06,2.0,-19.33,Michele Mitchell,2610ecf2,5754d7f3-f,0.2,Port Robert,7.33,Delivered
2023-11-14,Central,Furniture,Furnishings,402.84,7.0,30.93,Jeffery Taylor,76455ff3,cec2d0a2-1,0.0,West Dustin,43.28,Delivered
2023-05-07,Central,Technology,Machines,495.76,1.0,61.99,James Barton,e33a3411,96272a18-7,0.2,Mariaberg,29.27,
2023-11-10,West,Furniture,Furnishings,602.05,10.0,68.9,Natalie Randolph,d04b7f5f,732ac799-f,0.0,West Nicole,19.75,Cancelled
2025-05-26,South,Office Supplies,Art,313.2,1.0,-28.9,Todd Stewart,df91e03a,c2034703-b,0.0,Russellshire,16.22,Cancelled
2023-07-04,West,Office Supplies,Labels,974.73,7.0,132.88,Daniel Bishop,121e0fce,c02d90c1-8,0.0,North Davidside,29.25,In Transit
2024-03-12,East,Technology,Copiers,713.18,8.0,63.78,Donald Townsend,182fce88,f5b23750-9,0.2,Pachecofort,49.03,Delivered
2024-01-16,East,Furniture,Chairs,846.96,10.0,11.31,Toni Taylor,43709632,211cca63-a,0.2,Lake David,24.8,In Transit
2023-11-12,West,Technology,Phones,975.43,8.0,-104.62,Ricardo Franklin,9598359f,ca85b86b-8,0.1,Derekchester,,Delivered
2023-05-15,West,Furniture,Bookcases,660.38,1.0,83.85,Jessica Gillespie,1fbae63b,33a4e042-6,0.3,West Nicholasstad,23.93,Delivered
2023-02-06,Central,Furniture,Bookcases,195.42,3.0,39.47,Sheryl Jacobs,d1ba3775,ccac3197-1,0.2,Greerhaven,24.22,Delivered
2022-07-16,West,Office Supplies,Labels,633.81,10.0,17.67,Jaime Wilson,2c035af0,cb62e780-c,0.1,Christopherburgh,14.33,Cancelled
2025-05-29,East,Office Supplies,Binders,172.21,8.0,23.9,Jason Briggs,c97a78d0,4f8904b9-0,0.0,Williamsview,30.5,Returned
2023-08-02,Central,Furniture,Bookcases,215.8,8.0,15.4,Charles Ross,27a67038,c0f09a7f-d,0.0,Maryville,43.54,Delivered
2025-04-30,West,Furniture,Furnishings,686.5,7.0,8.02,Jennifer Cooper,7433b02e,38bfa852-0,0.2,West Angelaville,23.44,Delivered
2024-10-19,West,Furniture,Chairs,483.51,1.0,-23.56,Angela Daniels,67c16320,74b1b9af-f,0.0,Kaylafurt,25.55,In Transit
2022-12-25,East,Office Supplies,Paper,795.19,1.0,-128.44,David Zimmerman,cc688053,57c41caf-2,0.0,North Crystalmouth,43.82,In Transit
2022-12-21,East,Furniture,Bookcases,,5.0,-2.0,Melanie Barry,683eacd3,2ce0f526-d,0.1,Curryton,17.24,Delivered
2025-05-02,East,Office Supplies,Paper,415.07,5.0,15.09,Valerie Hardy,02e3de0a,3e8603fb-f,0.0,Lake Matthew,35.39,In Transit
2024-11-13,West,Technology,Accessories,701.6,7.0,-121.28,Shelby Johnson,b7055495,17ef02e5-3,0.1,Hollandberg,19.9,Delivered
2025-04-11,East,Technology,Accessories,434.57,10.0,5.44,Sarah James,fabcc926,b9b4b5be-4,0.0,Oliviaton,49.63,In Transit
2025-04-20,Central,Office Supplies,Paper,94.74,9.0,18.87,Adam Rodriguez,b06471f2,c65caaf0-4,0.0,Lake Justinfort,17.12,Delivered
2024-08-24,Central,Office Supplies,Paper,508.53,8.0,-52.51,Sharon Williamson,13676a35,09600b38-5,0.1,Lake Brianfort,33.48,Returned
2024-05-03,East,Furniture,Tables,560.61,2.0,162.17,Sean Dixon,eb23b1f4,8b50b9fb-9,0.2,North Marthaburgh,38.83,Delivered
2023-04-03,Central,Technology,Copiers,757.54,10.0,-4.87,Ashley Warner,c9ccd0ff,c03bbdfd-2,0.0,Melissaberg,38.63,In Transit
2025-04-23,East,Technology,Copiers,635.1,7.0,25.39,Amanda Brown,4c537926,3b112cd8-e,0.1,West Michaelhaven,42.48,Delivered
2025-03-05,Central,Technology,Machines,49.22,6.0,-4.63,Nancy Williams,1a1b119f,eb7e55e9-d,0.0,Danielhaven,21.1,Delivered
2024-02-23,East,Office Supplies,Art,447.31,5.0,-81.13,Cynthia Hall,12294be5,5a70a04a-1,0.1,South Brandonland,25.78,Delivered
2023-10-29,Central,Office Supplies,Labels,200.69,4.0,-29.82,Melissa Jones MD,bd5cf41b,c7ac5427-0,0.0,Lake Cindybury,8.51,Delivered
2022-07-27,South,Technology,Phones,720.69,5.0,212.57,Nicolas Miller,742a080e,439e138f-2,0.0,Noahtown,32.71,Cancelled
2025-03-17,West,Technology,Copiers,447.23,2.0,-17.59,Rebecca Lowery,7474bccb,87ca0767-c,0.0,Port Derekbury,9.02,In Transit
2025-04-02,South,Office Supplies,Binders,820.35,9.0,90.36,Zachary Wood,6f0f38e4,b40e8d8a-a,0.0,Jamestown,5.83,Delivered
2024-03-09,West,Office Supplies,Labels,362.59,10.0,-69.68,Matthew Lopez,af3a8569,35856225-2,0.0,Andrewschester,42.65,Delivered
2025-05-18,West,Technology,Accessories,158.64,1.0,36.28,Nathaniel Davenport,c5d0aff5,cc3d3622-8,0.0,New Rogerchester,13.22,Delivered
2023-10-05,Central,Technology,Accessories,259.66,8.0,,Michael Wallace,c6548162,97c8df3e-d,0.2,Bradyview,33.23,In Transit
2022-10-12,Central,Office Supplies,Paper,680.87,10.0,-23.62,Rodney Weaver,655e9d8c,eaaca0b9-7,0.0,Bonnieberg,14.16,Delivered
2024-04-27,Central,Technology,Accessories,33.46,7.0,-3.46,Katherine Weiss,a5e7a3f1,563dbcd4-4,0.0,,46.5,In Transit
2023-01-12,West,Furniture,Tables,91.86,3.0,-5.85,Richard Porter,62b45a90,e56ea940-4,0.0,Kingville,45.78,Delivered
2025-01-22,South,Furniture,Tables,577.73,2.0,-21.61,Mercedes Smith,c34e3951,7ba4637b-0,0.0,South Michealborough,10.61,Delivered
2024-11-10,West,Technology,Machines,250.98,10.0,-20.03,Christina Green,0219b2d8,368daa10-8,0.1,Port Jeffreystad,26.64,Delivered
2025-04-03,South,Office Supplies,Art,249.74,6.0,-47.71,Traci Perez,15a7480f,5d81515e-2,0.1,Williamsside,16.31,Delivered
2024-11-22,Central,Furniture,Furnishings,791.24,7.0,-24.07,Mr. Scott Duran,4591ce56,33070283-b,0.0,Port Meghanview,7.92,In Transit
2024-02-02,West,Office Supplies,Binders,179.9,1.0,48.76,Carol Davis,775906b6,e2d363a5-f,0.0,Tiffanymouth,13.26,Delivered
2023-01-30,West,Technology,Phones,163.94,10.0,-10.55,Shannon Fox,354f3210,2cc2b268-3,0.1,North Jamie,29.93,Delivered
2022-10-09,Central,Office Supplies,Binders,546.05,10.0,121.28,Katherine Hill,69d9d2ae,6250b46e-a,0.0,North Malikmouth,14.33,Delivered
2024-06-10,East,Office Supplies,Paper,673.54,5.0,72.47,Luis Mitchell,832b5d59,31857114-e,0.2,Chenburgh,25.2,Delivered
2024-03-05,East,Furniture,Tables,850.22,,-49.7,Holly Bennett,0d56b8eb,2e1376c9-c,0.2,Gibbsbury,10.08,Delivered
2022-09-17,Central,Technology,Phones,202.01,2.0,30.66,Sean Yoder MD,9987d3a9,5d8b9fa5-5,0.1,Garrettmouth,26.4,Delivered
2025-03-08,Central,Office Supplies,Labels,137.41,2.0,8.29,Edward Lopez,9779bb87,7ab93c9d-a,0.2,North Brendamouth,43.78,Delivered
2024-11-26,South,Technology,Accessories,557.65,4.0,42.96,Melinda Harrison,74e4a8ff,0cf5f6a5-8,0.2,Johnsonburgh,17.3,Delivered
2023-04-21,East,Furniture,Furnishings,63.18,8.0,-3.76,Isaiah Lutz,b2abd30e,9234a9f2-6,0.3,Annmouth,17.13,Delivered
2025-06-23,South,Office Supplies,Paper,985.83,8.0,136.23,Laura Yang,7137737d,ab3e4d93-6,0.2,South Larryside,45.54,Delivered
2023-08-06,Central,Office Supplies,Labels,667.91,7.0,177.24,Alicia Stafford,8d24482f,bd7ecab7-f,0.2,East Jacquelineburgh,15.62,Delivered
2024-09-10,South,Furniture,Tables,279.58,1.0,,Donald Cook,d348a131,0851a254-7,0.2,Carlaberg,12.1,Delivered
2024-05-24,West,Office Supplies,Paper,764.33,5.0,211.09,Jennifer Jones,8ed45ada,76121adc-7,0.3,Mooreville,49.86,Delivered
2024-08-02,South,Office Supplies,Labels,723.01,8.0,62.38,Annette Freeman,6e902e36,b1e6f11c-d,0.2,Port James,12.31,Delivered
2025-04-29,South,Technology,Accessories,821.81,10.0,73.49,Jillian Ward,d9356bcf,6fadcb57-6,0.2,West Audrey,47.86,Delivered
2023-03-07,Central,Technology,Phones,327.56,5.0,49.52,Danielle Dickerson,70ad8eb7,d2276198-1,0.0,Port James,39.88,Delivered
2023-06-13,West,Furniture,Furnishings,839.41,6.0,37.44,David Baker,a8cb4790,552b0352-9,,North Angel,28.8,Delivered
2023-09-08,East,Furniture,Furnishings,671.49,4.0,2.4,Donna Baldwin,59f0fa1e,34f2593e-f,0.1,Tammyview,32.7,Delivered
2023-09-08,West,Furniture,Furnishings,708.45,1.0,-0.06,David West,6158760c,123de40a-4,0.1,Savannahburgh,28.94,Delivered
2025-05-12,Central,Office Supplies,Art,794.62,3.0,-52.09,Howard Hayes,6c695d58,6fcaa9e5-5,0.0,Lynchberg,12.78,Delivered
2022-08-25,Central,Office Supplies,Labels,157.15,6.0,-6.26,Peter Williams,7ef7f69e,524f795f-0,0.0,Davisburgh,43.93,In Transit
2023-12-17,Central,Furniture,Furnishings,608.03,4.0,,Michael Brooks,be1583bd,0e48521a-b,0.1,Garyfort,47.28,Cancelled
2025-06-07,South,Furniture,Chairs,436.88,7.0,-16.35,Jacqueline Sanders,fbff3730,26675b2d-9,0.2,Lake Robinshire,11.6,Delivered
2023-04-26,East,Office Supplies,Binders,385.36,10.0,83.16,Joseph Powell,7b58d3a8,2cfe0134-2,0.0,Melissaport,14.74,In Transit
2023-10-04,South,Office Supplies,Paper,964.03,9.0,207.09,Shawn Fitzgerald III,5d4eb5e5,e3838aa2-9,0.2,New Carl,,Delivered
2023-04-06,Central,Furniture,Furnishings,,6.0,-86.77,Alexandria Scott,e0e18184,9dfb0eeb-6,0.0,Josestad,40.46,Delivered
2025-03-10,East,Furniture,Furnishings,95.99,4.0,0.02,Troy Tran,1be47ef1,26b95922-f,0.0,East Dianashire,45.11,Cancelled
2022-11-02,West,Furniture,Tables,726.78,4.0,183.13,Amanda Wood,c4c512f6,777f5871-a,0.1,East Justin,31.07,Delivered
2024-11-07,Central,Furniture,Bookcases,815.75,10.0,106.99,Jason Brown,5be0373d,73728743-d,0.1,West Peter,37.42,Delivered
2023-06-16,East,Office Supplies,Art,502.43,10.0,-7.19,Ashlee Sullivan,4d2bc52a,3a4ba6d6-c,0.2,Port Evan,46.96,In Transit
2023-12-31,Central,Furniture,Bookcases,273.87,1.0,-4.8,Heather Ortiz,9a6f32ad,a4cc7ca1-2,,Theresaton,12.76,Delivered
2025-04-10,South,Technology,Copiers,369.99,7.0,75.29,Robert Price MD,d0d6cce4,e493c120-e,0.2,North Sandra,9.64,Delivered
2022-11-26,West,Furniture,Tables,596.13,8.0,18.67,Andrea Gordon,b87aeb1f,cdf9b2c9-a,0.0,Torresstad,11.01,Cancelled
2024-11-02,East,Furniture,Tables,72.11,4.0,10.45,Robin Cole,999e7ccf,7f4c9bec-9,0.3,Kurtfurt,6.22,Delivered
2022-12-14,South,Technology,Machines,243.77,2.0,16.8,Hannah Sweeney,73b93172,662a0aa4-c,0.0,Stephaniebury,31.36,Delivered
2023-02-17,West,Office Supplies,Art,528.53,9.0,50.09,Stephen Coleman,7ab65928,74665071-5,0.1,Rachelchester,41.63,Delivered
2022-08-27,West,Technology,Machines,831.39,7.0,194.72,Dr. Felicia Bennett,72dbc0e7,e5306c8f-2,0.1,New Victoriashire,11.56,In Transit
2023-09-02,East,Furniture,Furnishings,575.94,6.0,32.51,Linda May,2f98d383,c6b9f0b4-c,0.2,Jeremiahtown,43.86,Delivered
2022-08-07,East,Furniture,Furnishings,454.46,10.0,11.46,Daniel Parker,0ab6c543,0626f31e-d,0.2,Lake Emily,36.66,In Transit
2024-01-02,South,Technology,Machines,125.82,5.0,-15.71,Kathryn Williams,78d91afd,0f028efb-8,0.1,Novakport,36.73,Cancelled
2024-09-08,East,Furniture,Chairs,207.47,2.0,-36.83,Anthony Taylor,69b61e03,b219ff06-a,0.3,West Sheriton,48.58,Delivered
2022-07-27,West,Technology,Phones,796.07,,155.67,Kayla Silva,b44cabdc,d18f3575-6,0.3,Olsenberg,27.5,Delivered
2025-03-05,South,Office Supplies,Binders,,9.0,-16.22,Patrick Gardner,0db36b7a,b73a4117-3,0.0,Lewismouth,28.45,In Transit
2024-05-30,South,Office Supplies,Paper,871.91,7.0,12.86,Sherry Morris,70c0198f,5f358c5d-c,0.2,Jessicaburgh,33.11,In Transit
2023-01-17,West,Technology,Machines,95.41,6.0,22.87,Daniel Harrington,4ac832e9,c936d900-f,0.2,East Jenniferstad,35.81,Delivered
2023-10-23,Central,Furniture,Furnishings,493.77,5.0,110.45,Debbie Kim,033058ff,e9df2b55-4,0.2,West Denisestad,46.43,In Transit
2023-08-04,Central,Furniture,Tables,,4.0,31.73,Emily Olson,3c216c2d,05db1144-6,0.2,Andreatown,43.71,Delivered
2024-03-10,East,Technology,Phones,599.7,4.0,-28.62,Mr. Jesus Green,fa22f13b,fba90e0f-7,0.0,Lake Miguelfort,43.81,Cancelled
2024-05-31,Central,Technology,Copiers,8.63,8.0,0.52,Patrick Jones,4d13d841,b24c1596-5,0.1,Kristinhaven,20.24,In Transit
2024-04-28,West,Furniture,Tables,333.24,6.0,31.85,Robert Marshall,c4c886dd,20e0318e-2,0.1,Selenashire,36.04,Delivered
2024-03-15,East,Furniture,Bookcases,600.93,10.0,82.66,Joseph Ayala,f93a257b,6f89cf54-5,0.1,South Emily,47.32,Delivered
2024-07-18,West,Technology,Copiers,,10.0,67.54,Gail Ferguson,64617c7f,5f7c70cb-5,0.0,Angelstad,32.9,Delivered
2023-07-21,Central,Technology,Machines,283.76,4.0,-42.98,James King,c58dbc90,3294fa37-8,0.2,Masonmouth,10.79,Delivered
2022-08-13,West,Technology,Copiers,921.39,7.0,-52.25,Jeffrey Diaz,90a1e38c,4299c0af-4,0.1,New Daniel,27.76,Cancelled
